,0,1
1873,2020,59
1874,2020,37
1875,2020,45
1876,2020,32
1877,2020,117
1878,2020,62
1879,2020,113
1880,2020,49
1881,2020,77
1882,2020,93
1883,2020,47
1884,2020,42
1885,2020,46
1886,2020,79
1887,2020,65
1888,2020,86
1889,2020,120
1890,2020,119
1891,2020,66
1892,2020,102
1893,2020,68
1894,2020,69
1895,2020,48
1896,2020,73
1897,2020,86
1898,2020,83
1899,2020,42
1900,2020,37
1901,2020,109
1902,2020,102
1903,2020,54
1904,2020,68
1905,2020,55
1906,2020,71
1907,2020,43
1908,2020,39
1909,2020,39
1910,2020,66
1911,2020,37
1912,2020,119
1913,2020,104
1914,2020,88
1915,2020,70
1916,2020,90
1917,2020,59
1918,2020,91
1919,2020,97
1920,2020,33
1921,2020,97
1922,2020,113
1923,2020,60
1924,2020,32
1925,2020,84
1926,2020,88
1927,2020,68
1928,2020,42
1929,2020,52
1930,2020,52
1931,2020,54
1932,2020,33
1933,2020,101
1934,2020,119
1935,2020,110
1936,2020,56
1937,2020,31
1938,2020,75
1939,2020,45
1940,2020,88
1941,2020,65
1942,2020,88
1943,2020,77
1944,2020,39
1945,2020,42
1946,2020,41
1947,2020,32
1948,2020,47
1949,2020,83
1950,2020,63
1951,2020,65
1952,2020,99
1953,2020,85
1954,2020,30
1955,2020,62
1956,2020,76
1957,2020,77
1958,2020,50
1959,2020,37
1960,2020,77
1961,2020,97
1962,2020,96
1963,2020,93
1964,2020,97
1965,2020,85
1966,2020,110
1967,2020,62
1968,2020,98
1969,2020,62
1970,2020,43
1971,2020,52
1972,2020,46
1973,2020,86
1974,2020,77
1975,2020,38
1976,2020,103
1977,2020,68
1978,2020,67
1979,2020,99
1980,2020,120
1981,2020,45
1982,2020,109
1983,2020,36
1984,2020,112
1985,2020,76
1986,2020,99
1987,2020,93
1988,2020,106
1989,2020,116
1990,2020,39
1991,2020,112
1992,2020,30
1993,2020,113
1994,2020,63
1995,2020,96
1996,2020,70
1997,2020,55
1998,2020,97
1999,2020,79
